taxon_name	taxon	sub	size	int_midpoint
Paramya	Biv	Het	15	3.09
Parastarte	Biv	nonHet	3.8	3.09
Parvicardium	Biv	nonHet	20	3.09
Parvilucina	Biv	Het	10.80227273	3.09
Patinopecten	Biv	nonHet	288	3.09
Pecten	Biv	nonHet	197.9	3.09
Pectunculina	Biv	nonHet	18.61	3.09
Pelecyora	Biv	Het	47.6	3.09
Periglypta	Biv	nonHet	153.1	3.09
Periploma	Biv	nonHet	65.6	3.09
Perna	Biv	nonHet	191	3.09
Peronaea	Biv	Het	44.52857143	3.09
Peronidia	Biv	Het	66.54285714	3.09
Phaxas	Biv	Het	41	3.09
Phlogocardia	Biv	nonHet	57.4	3.09
Phlyctiderma	Biv	nonHet	10.0925	3.09
Pholadidea	Biv	Het	51.2	3.09
Pholadomya	Biv	nonHet	120	3.09
Pholas	Biv	Het	159	3.09
Pinctada	Biv	nonHet	359.3	3.09
Pinna	Biv	nonHet	1200	3.09
Pisidium	Biv	Het	5.63	3.09
Pitar	Biv	Het	90	3.09
Placamen	Biv	nonHet	45	3.09
Placopecten	Biv	nonHet	230	3.09
Placuna	Biv	nonHet	225.7	3.09
Placunanomia	Biv	nonHet	107.94	3.09
Pleiorytis	Biv	nonHet	49.94	3.09
Pleurolucina	Biv	Het	10.96111111	3.09
Pleuromeris	Biv	nonHet	20	3.09
Plicatula	Biv	nonHet	52.1	3.09
Pliocardia	Biv	nonHet	114	3.09
Poromya	Biv	nonHet	64	3.09
Portlandia	Biv	nonHet	31	3.09
Potiarca	Biv	nonHet	54.4	3.09
Propeleda	Biv	nonHet	26	3.09
Protapes	Biv	nonHet	80	3.09
Protocardia	Biv	Het	41.02	3.09
Psammacoma	Biv	Het	77.08	3.09
Psammobia	Biv	Het	85	3.09
Psammotreta	Biv	Het	27.86	3.09
Pseudamussium	Biv	nonHet	62	3.09
Pseudarcopagia	Biv	Het	58.24	3.09
Pseudochama	Biv	Het	90	3.09
Pseudomiltha	Biv	Het	91.02857143	3.09
Pteria	Biv	nonHet	322	3.09
Punipagia	Biv	Het	21.2	3.09
Pycnodonte	Biv	nonHet	138	3.09
Pygocardia	Biv	nonHet	60.16	3.09
Pythinella	Biv	Het	3.54159292	3.09
Quadrans	Biv	Het	33.41	3.09
Raeta	Biv	Het	130	3.09
Rangia	Biv	Het	78	3.09
Rasia	Biv	nonHet	52	3.09
Rexithaerus	Biv	Het	69.62	3.09
Rocellaria	Biv	nonHet	34.2	3.09
Saccella	Biv	nonHet	43	3.09
Saccostrea	Biv	nonHet	255	3.09
Scacchia	Biv	Het	6.2	3.09
Scaeoleda	Biv	nonHet	25.91538462	3.09
Scambula	Biv	nonHet	12.145	3.09
Scapharca	Biv	nonHet	150	3.09
Scissodesma	Biv	nonHet	113	3.09
Scissula	Biv	Het	14.87	3.09
Semelangulus	Biv	Het	27.31	3.09
Semele	Biv	nonHet	119.2	3.09
Semelina	Biv	nonHet	9.39	3.09
Semierycina	Biv	Het	2.34137931	3.09
Serracorbula	Biv	Het	12.73181818	3.09
Serratovola	Biv	nonHet	46.5	3.09
Serripes	Biv	nonHet	137	3.09
Sheldonella	Biv	nonHet	43.1	3.09
Similipecten	Biv	nonHet	32.5	3.09
Solecurtus	Biv	nonHet	100	3.09
Solen	Biv	nonHet	184.8	3.09
Soletellina	Biv	Het	123	3.09
Spathochlamys	Biv	nonHet	28.1	3.09
Sphenia	Biv	Het	30.1	3.09
Spisula	Biv	Het	130	3.09
Spondylus	Biv	nonHet	400	3.09
Sportella	Biv	Het	20.835	3.09
Standella	Biv	Het	80	3.09
Stralopecten	Biv	nonHet	101.9	3.09
Striacallista	Biv	nonHet	36	3.09
Striarca	Biv	nonHet	20.27	3.09
Strigilla	Biv	Het	17.63	3.09
Striostrea	Biv	nonHet	250	3.09
Sulcilioconcha	Biv	nonHet	27.7	3.09
Swiftopecten	Biv	nonHet	133	3.09
Tagelus	Biv	Het	150	3.09
Talochlamys	Biv	nonHet	76.2	3.09
Tegillarca	Biv	nonHet	88	3.09
Tellidora	Biv	nonHet	36.19	3.09
Tellidorella	Biv	nonHet	5.6	3.09
Tellimya	Biv	nonHet	7.5075	3.09
Tellina	Biv	Het	70.95714286	3.09
Tellinella	Biv	Het	60.12	3.09
Teredo	Biv	Het	5.861666667	3.09
Theora	Biv	Het	26.2	3.09
Thracia	Biv	nonHet	120	3.09
Thyasira	Biv	Het	16.21	3.09
Tindaria	Biv	nonHet	15	3.09
Tindariopsis	Biv	nonHet	26.3	3.09
Tivela	Biv	Het	176	3.09
Tosarca	Biv	nonHet	74.5	3.09
Trachycardium	Biv	Het	95.3	3.09
Transennella	Biv	nonHet	46	3.09
Tresus	Biv	nonHet	280	3.09
Tridacna	Biv	Het	1368.7	3.09
Trigoniocardia	Biv	Het	17.8	3.09
Trigonulina	Biv	nonHet	8	3.09
Trisidos	Biv	nonHet	132.3	3.09
Truncacila	Biv	nonHet	23	3.09
Tucetona	Biv	nonHet	118	3.09
Undulostrea	Biv	nonHet	100.6	3.09
Unio	Biv	nonHet	81.8	3.09
Varicorbula	Biv	Het	15	3.09
Vasticardium	Biv	nonHet	141	3.09
Venericardia	Biv	Het	45.25	3.09
Venerupis	Biv	Het	58	3.09
Ventricolaria	Biv	Het	60.22	3.09
Ventricoloidea	Biv	nonHet	59.6	3.09
Venus	Biv	Het	72	3.09
Vepricardium	Biv	Het	80	3.09
Verticordia	Biv	nonHet	36	3.09
Vulsella	Biv	nonHet	121	3.09
Xylophaga	Biv	Het	28	3.09
Yabepecten	Biv	nonHet	43.27777778	3.09
Yoldia	Biv	nonHet	60	3.09
Yoldiella	Biv	nonHet	18	3.09
Zemysina	Biv	Het	5.63	3.09
Zenatia	Biv	Het	101	3.09
Zirfaea	Biv	Het	143	3.09
Zygochlamys	Biv	nonHet	97	3.09
Abra	Biv	Het	38	4.47
Acanthocardia	Biv	Het	102.5	4.47
Acar	Biv	nonHet	43	4.47
Acesta	Biv	nonHet	185	4.47
Acharax	Biv	nonHet	240	4.47
Acila	Biv	nonHet	50	4.47
Acrosterigma	Biv	Het	128	4.47
Adrana	Biv	nonHet	107	4.47
Aequipecten	Biv	nonHet	101.3	4.47
Agerostrea	Biv	nonHet	45.77333333	4.47
Agriopoma	Biv	nonHet	76	4.47
Aligena	Biv	Het	8.92	4.47
Alveinus	Biv	nonHet	2.3	4.47
Americardia	Biv	Het	60	4.47
Amiantis	Biv	Het	122.4	4.47
Amusium	Biv	nonHet	140	4.47
Amussiopecten	Biv	nonHet	94.12	4.47
Anadara	Biv	nonHet	152.1	4.47
Angulus	Biv	Het	43.59	4.47
Anisocorbula	Biv	Het	40.52	4.47
Anisodonta	Biv	nonHet	7.881081081	4.47
Anodontia	Biv	Het	33.76153846	4.47
Anomia	Biv	nonHet	93	4.47
Antigona	Biv	nonHet	125	4.47
Apiocardia	Biv	nonHet	23	4.47
Apolymetis	Biv	nonHet	51.18	4.47
Arca	Biv	nonHet	128	4.47
Arcinella	Biv	nonHet	81.4	4.47
Arcopagia	Biv	Het	45.46	4.47
Arcoperna	Biv	nonHet	23.15	4.47
Arcopsis	Biv	nonHet	19.5	4.47
Arctica	Biv	nonHet	140	4.47
Arcuatula	Biv	nonHet	76	4.47
Arenomya	Biv	Het	150	4.47
Argopecten	Biv	nonHet	159.3	4.47
Asa	Biv	nonHet	87	4.47
Asaphis	Biv	Het	109	4.47
Ashtarotha	Biv	Het	25.95	4.47
Astarte	Biv	nonHet	55	4.47
Atrina	Biv	nonHet	480	4.47
Aulacomya	Biv	nonHet	160	4.47
Austrodosinia	Biv	nonHet	80.5	4.47
Axinactis	Biv	nonHet	52.6	4.47
Azorinus	Biv	Het	104	4.47
Barbatia	Biv	nonHet	90	4.47
Barnea	Biv	Het	120	4.47
Barytellina	Biv	nonHet	30.47	4.47
Basterotella	Biv	Het	6.5	4.47
Basterotia	Biv	Het	55	4.47
Bathyarca	Biv	nonHet	35	4.47
Batissa	Biv	Het	66.94	4.47
Bellaxinaea	Biv	nonHet	49.3	4.47
Bellucina	Biv	Het	8.857142857	4.47
Bonartemis	Biv	nonHet	100	4.47
Bontaea	Biv	nonHet	29.61	4.47
Bornia	Biv	Het	6.289705882	4.47
Botula	Biv	nonHet	40	4.47
Bowdenia	Biv	nonHet	3.023333333	4.47
Brachidontes	Biv	nonHet	70	4.47
Callista	Biv	Het	106.1	4.47
Callithaca	Biv	nonHet	160	4.47
Calloarca	Biv	nonHet	46.8	4.47
Callocardia	Biv	Het	28.3	4.47
Callucina	Biv	Het	18.04285714	4.47
Cardiomya	Biv	nonHet	40	4.47
Carditella	Biv	Het	10	4.47
Cardites	Biv	nonHet	80.1	4.47
Cardium	Biv	Het	140.6	4.47
Caribachlamys	Biv	nonHet	66.5	4.47
Caryocorbula	Biv	nonHet	30.8	4.47
Cavilinga	Biv	Het	5.350769231	4.47
Cerastoderma	Biv	nonHet	56.6	4.47
Cetothrax	Biv	nonHet	83	4.47
Chama	Biv	Het	146.7	4.47
Chamelea	Biv	nonHet	48.4	4.47
Chlamys	Biv	nonHet	140	4.47
Choristodon	Biv	nonHet	43	4.47
Ciliatocardium	Biv	nonHet	86.7	4.47
Circe	Biv	Het	64.9	4.47
Circomphalus	Biv	nonHet	83	4.47
Clausinella	Biv	nonHet	30	4.47
Clinocardium	Biv	nonHet	146	4.47
Cnesterium	Biv	nonHet	50	4.47
Cochlodesma	Biv	nonHet	44	4.47
Codakia	Biv	Het	76.4375	4.47
Compsomyax	Biv	nonHet	85	4.47
Conchocele	Biv	Het	28.35714286	4.47
Condylocardia	Biv	nonHet	3.1	4.47
Corbicula	Biv	Het	23.13	4.47
Corbula	Biv	Het	26.3	4.47
Costacallista	Biv	nonHet	93.3	4.47
Crassadoma	Biv	nonHet	266.7	4.47
Crassatella	Biv	Het	102.36	4.47
Crassinella	Biv	nonHet	10	4.47
Crassostrea	Biv	nonHet	450	4.47
Crassula	Biv	Het	77	4.47
Crenella	Biv	nonHet	10	4.47
Cryptomya	Biv	Het	37	4.47
Cryptopecten	Biv	nonHet	43.52	4.47
Ctenoides	Biv	nonHet	115.4	4.47
Cucullaea	Biv	nonHet	136.5	4.47
Cucullaearca	Biv	nonHet	134	4.47
Cumingia	Biv	nonHet	52	4.47
Cunearca	Biv	nonHet	78	4.47
Cuspidaria	Biv	nonHet	62.5	4.47
Cyathodonta	Biv	nonHet	73	4.47
Cycladicama	Biv	Het	18.205	4.47
Cyclinella	Biv	nonHet	81.3	4.47
Cyclocardia	Biv	Het	60	4.47
Cyclomactra	Biv	Het	85	4.47
Cyclopecten	Biv	nonHet	25	4.47
Cymatoica	Biv	Het	17.345	4.47
Cyprimeria	Biv	nonHet	50.82	4.47
Cyrtodaria	Biv	Het	90	4.47
Cyrtopleura	Biv	Het	57.81	4.47
Dallocardia	Biv	nonHet	143.6	4.47
Decatopecten	Biv	nonHet	73.3	4.47
Dendostrea	Biv	nonHet	120	4.47
Diberus	Biv	nonHet	72.5	4.47
Digitaria	Biv	nonHet	10	4.47
Digitariopsis	Biv	Het	6.753571429	4.47
Dimya	Biv	nonHet	21.3	4.47
Diplodonta	Biv	Het	13.15333333	4.47
Divalinga	Biv	Het	17.89	4.47
Divaricella	Biv	Het	41.93	4.47
Donacilla	Biv	Het	28	4.47
Donax	Biv	Het	85.8	4.47
Dosina	Biv	nonHet	66	4.47
Eastonia	Biv	nonHet	85.3	4.47
Elliptotellina	Biv	Het	10.805	4.47
Empleconia	Biv	nonHet	40	4.47
Ennucula	Biv	nonHet	36.3	4.47
Ensis	Biv	nonHet	250	4.47
Ensisolen	Biv	nonHet	120	4.47
Eontia	Biv	nonHet	78.3	4.47
Ephippium	Biv	nonHet	198	4.47
Epicodakia	Biv	nonHet	17.01304348	4.47
Ervilia	Biv	nonHet	15	4.47
Erycina	Biv	Het	8.525	4.47
Eucrassatella	Biv	Het	121	4.47
Eumarcia	Biv	nonHet	56.2	4.47
Eurhomalea	Biv	nonHet	106	4.47
Eurytellina	Biv	Het	36.57	4.47
Euvola	Biv	nonHet	127.4	4.47
Felaniella	Biv	Het	17.04	4.47
Flabellipecten	Biv	nonHet	78.7	4.47
Flexopecten	Biv	nonHet	90.7	4.47
Florimetis	Biv	nonHet	49	4.47
Fortipecten	Biv	nonHet	131.125	4.47
Fragum	Biv	Het	76	4.47
Fugleria	Biv	nonHet	38.1	4.47
Fulvia	Biv	nonHet	100	4.47
Gari	Biv	Het	60	4.47
Gastrana	Biv	nonHet	24.42	4.47
Gastrochaena	Biv	nonHet	57	4.47
Geloina	Biv	Het	98.28	4.47
Gemma	Biv	nonHet	4.25	4.47
Geukensia	Biv	nonHet	133	4.47
Globivenus	Biv	nonHet	121.7	4.47
Gloripallium	Biv	nonHet	108.6	4.47
Glossus	Biv	Het	100	4.47
Glycymeris	Biv	nonHet	115	4.47
Glycymerita	Biv	nonHet	57.02857143	4.47
Gobraeus	Biv	Het	148.6	4.47
Gonimyrtea	Biv	nonHet	9.0525	4.47
Goodallia	Biv	Het	3.4	4.47
Gouldia	Biv	Het	180	4.47
Gregariella	Biv	nonHet	33.4	4.47
Haliris	Biv	nonHet	13	4.47
Halonympha	Biv	nonHet	18.7	4.47
Hawaiarca	Biv	nonHet	26.2	4.47
Hemimactra	Biv	Het	226	4.47
Here	Biv	Het	14.63111111	4.47
Heteranomia	Biv	nonHet	22	4.47
Heteromacoma	Biv	Het	57.48	4.47
Hexacorbula	Biv	Het	24	4.47
Hiatella	Biv	Het	59.7	4.47
Hinnites	Biv	nonHet	180	4.47
Hybolophus	Biv	Het	57.08571429	4.47
Hyotissa	Biv	nonHet	271	4.47
Hyphantosoma	Biv	nonHet	87.1	4.47
Hysteroconcha	Biv	nonHet	100	4.47
Isocrassina	Biv	Het	24.04166667	4.47
Isognomon	Biv	nonHet	253.5	4.47
Jouannetia	Biv	Het	50.9	4.47
Juliacorbula	Biv	nonHet	19	4.47
Jupiteria	Biv	nonHet	17.5	4.47
Kalayoldia	Biv	nonHet	78.5	4.47
Keenaea	Biv	nonHet	30.5	4.47
Keenocardium	Biv	nonHet	76	4.47
Kellia	Biv	nonHet	9.5825	4.47
Kelliella	Biv	nonHet	15	4.47
Kereia	Biv	nonHet	52.5	4.47
Kuphus	Biv	Het	505	4.47
Laevicardium	Biv	Het	190	4.47
Lamelliconcha	Biv	nonHet	58.6	4.47
Lamellinucula	Biv	nonHet	35	4.47
Larkinia	Biv	nonHet	156	4.47
Lasaea	Biv	nonHet	3.304	4.47
Laternula	Biv	nonHet	90.7	4.47
Lentidium	Biv	Het	10	4.47
Leopecten	Biv	nonHet	150	4.47
Leporimetis	Biv	Het	63.16	4.47
Lepton	Biv	Het	8.9875	4.47
Leptopecten	Biv	nonHet	71	4.47
Leukoma	Biv	nonHet	107.7	4.47
Lima	Biv	nonHet	158	4.47
Limaria	Biv	nonHet	58.4	4.47
Limatula	Biv	nonHet	40.96	4.47
Limatulella	Biv	nonHet	20.37142857	4.47
Limea	Biv	nonHet	5.3	4.47
Limopsis	Biv	nonHet	33.67	4.47
Lindapecten	Biv	nonHet	100.7	4.47
Linga	Biv	Het	20.30555556	4.47
Linucula	Biv	nonHet	7	4.47
Lioberus	Biv	nonHet	50	4.47
Lioconcha	Biv	nonHet	58.7	4.47
Liocyma	Biv	nonHet	45	4.47
Lirophora	Biv	nonHet	58	4.47
Lissarca	Biv	nonHet	8	4.47
Lithophaga	Biv	nonHet	147	4.47
Lopha	Biv	nonHet	110	4.47
Lophocardium	Biv	Het	57.1	4.47
Loripes	Biv	nonHet	12.95416667	4.47
Lucina	Biv	Het	54.7125	4.47
Lucinella	Biv	nonHet	8.81	4.47
Lucinisca	Biv	Het	13.84	4.47
Lunarca	Biv	nonHet	76	4.47
Lutraria	Biv	Het	168	4.47
Lyonsia	Biv	nonHet	57	4.47
Lyropecten	Biv	nonHet	187.2666667	4.47
Macaliopsis	Biv	Het	40.39	4.47
Macoma	Biv	Het	33.275	4.47
Macomona	Biv	Het	85.4	4.47
Macrocallista	Biv	nonHet	188	4.47
Mactra	Biv	Het	126	4.47
Mactrinula	Biv	Het	86	4.47
Mactromeris	Biv	Het	167	4.47
Mactrotoma	Biv	nonHet	118	4.47
Malletia	Biv	nonHet	62	4.47
Manupecten	Biv	nonHet	86.5	4.47
Maoricardium	Biv	Het	177.8	4.47
Margaritaria	Biv	nonHet	76.78	4.47
Martesia	Biv	Het	45.23333333	4.47
Megacardita	Biv	nonHet	99.6	4.47
Megapitaria	Biv	nonHet	129.7	4.47
Megaxinus	Biv	Het	20.2625	4.47
Megayoldia	Biv	nonHet	73.1	4.47
Mercenaria	Biv	nonHet	168	4.47
Meretrix	Biv	nonHet	138.9	4.47
Merisca	Biv	Het	40.86	4.47
Mesodesma	Biv	nonHet	100	4.47
Mesopleura	Biv	Het	103	4.47
Microcardium	Biv	Het	26.5	4.47
Micromactra	Biv	Het	30.15	4.47
Mimachlamys	Biv	nonHet	230	4.47
Mizuhopecten	Biv	nonHet	214	4.47
Modiolula	Biv	nonHet	33.47	4.47
Modiolus	Biv	nonHet	213	4.47
Moerella	Biv	Het	27.41	4.47
Monia	Biv	nonHet	128.4	4.47
Montacuta	Biv	nonHet	3.3925	4.47
Mulinia	Biv	nonHet	78	4.47
Musculus	Biv	nonHet	80	4.47
Mya	Biv	Het	200	4.47
Myadora	Biv	nonHet	46	4.47
Myrakeena	Biv	nonHet	98.6	4.47
Myrtea	Biv	Het	25.37142857	4.47
Mysella	Biv	Het	4.14375	4.47
Mytilopsis	Biv	Het	38	4.47
Mytilus	Biv	nonHet	258	4.47
Nanopitar	Biv	nonHet	6	4.47
Nemocardium	Biv	Het	81.5	4.47
Neopycnodonte	Biv	nonHet	80	4.47
Nodipecten	Biv	nonHet	226.5	4.47
Noetia	Biv	nonHet	80	4.47
Notocallista	Biv	nonHet	80	4.47
Notocorbula	Biv	Het	28	4.47
Notolimea	Biv	nonHet	7	4.47
Notostrea	Biv	nonHet	25.635	4.47
Nucinella	Biv	nonHet	25	4.47
Nucula	Biv	nonHet	28.1	4.47
Nuculana	Biv	nonHet	35.6	4.47
Nuttallia	Biv	Het	150	4.47
Ostrea	Biv	nonHet	190	4.47
Ostreola	Biv	nonHet	51	4.47
Oxyperas	Biv	Het	111	4.47
Pachydesma	Biv	Het	163.52	4.47
Palliolum	Biv	nonHet	37.15	4.47
Pandora	Biv	nonHet	48.3	4.47
Pandorella	Biv	nonHet	60	4.47
Panomya	Biv	Het	179	4.47
Panopea	Biv	Het	295	4.47
Paphies	Biv	nonHet	83	4.47
Papillicardium	Biv	nonHet	25	4.47
Papyridea	Biv	nonHet	65.3	4.47
Paradione	Biv	nonHet	97.1	4.47
Paradonax	Biv	Het	35	4.47
Parapholas	Biv	Het	158.6	4.47
Parastarte	Biv	nonHet	3.8	4.47
Parvicardium	Biv	nonHet	20	4.47
Parvilucina	Biv	Het	10.80227273	4.47
Patinopecten	Biv	nonHet	288	4.47
Patro	Biv	nonHet	72.8	4.47
Pecten	Biv	nonHet	197.9	4.47
Pectunculina	Biv	nonHet	18.61	4.47
Pegophysema	Biv	nonHet	50.56666667	4.47
Pelecyora	Biv	Het	47.6	4.47
Periglypta	Biv	nonHet	153.1	4.47
Periploma	Biv	nonHet	65.6	4.47
Perna	Biv	nonHet	191	4.47
Peronaea	Biv	Het	44.52857143	4.47
Peronidia	Biv	Het	66.54285714	4.47
Phaxas	Biv	Het	41	4.47
Phlogocardia	Biv	nonHet	57.4	4.47
Phlyctiderma	Biv	nonHet	10.0925	4.47
Pholadidea	Biv	Het	51.2	4.47
Pholadomya	Biv	nonHet	120	4.47
Pholas	Biv	Het	159	4.47
Pinctada	Biv	nonHet	359.3	4.47
Pinna	Biv	nonHet	1200	4.47
Pisidium	Biv	Het	5.63	4.47
Pisostrigilla	Biv	Het	8.65	4.47
Pitar	Biv	Het	90	4.47
Placamen	Biv	nonHet	45	4.47
Placopecten	Biv	nonHet	230	4.47
Placuna	Biv	nonHet	225.7	4.47
Placunanomia	Biv	nonHet	107.94	4.47
Pleiorytis	Biv	nonHet	49.94	4.47
Pleurolucina	Biv	Het	10.96111111	4.47
Pleuromeris	Biv	nonHet	20	4.47
Plicatula	Biv	nonHet	52.1	4.47
Pododesmus	Biv	nonHet	88.3	4.47
Poromya	Biv	nonHet	64	4.47
Portlandia	Biv	nonHet	31	4.47
Potiarca	Biv	nonHet	54.4	4.47
Pratulum	Biv	Het	29	4.47
Propeleda	Biv	nonHet	26	4.47
Protocardia	Biv	Het	41.02	4.47
Psammacoma	Biv	Het	77.08	4.47
Psammobella	Biv	Het	35	4.47
Psammobia	Biv	Het	85	4.47
Psammophila	Biv	Het	150	4.47
Psammotreta	Biv	Het	27.86	4.47
Pseudamussium	Biv	nonHet	62	4.47
Pseudocardium	Biv	Het	67.6	4.47
Pseudochama	Biv	Het	90	4.47
Pseudomiltha	Biv	Het	91.02857143	4.47
Pteria	Biv	nonHet	322	4.47
Pycnodonte	Biv	nonHet	138	4.47
Pygocardia	Biv	nonHet	60.16	4.47
Raeta	Biv	Het	130	4.47
Rangia	Biv	Het	78	4.47
Rasia	Biv	nonHet	52	4.47
Rexithaerus	Biv	Het	69.62	4.47
Rhomboidella	Biv	nonHet	10	4.47
Rocellaria	Biv	nonHet	34.2	4.47
Saccella	Biv	nonHet	43	4.47
Saccostrea	Biv	nonHet	255	4.47
Scacchia	Biv	Het	6.2	4.47
Scambula	Biv	nonHet	12.145	4.47
Scapharca	Biv	nonHet	150	4.47
Scissula	Biv	Het	14.87	4.47
Scrobicularia	Biv	nonHet	65	4.47
Semelangulus	Biv	Het	27.31	4.47
Semele	Biv	nonHet	119.2	4.47
Semelina	Biv	nonHet	9.39	4.47
Semierycina	Biv	Het	2.34137931	4.47
Septifer	Biv	nonHet	63.8	4.47
Serratina	Biv	Het	28.1	4.47
Serripes	Biv	nonHet	137	4.47
Sheldonella	Biv	nonHet	43.1	4.47
Similipecten	Biv	nonHet	32.5	4.47
Simomactra	Biv	Het	103.3	4.47
Solecurtus	Biv	nonHet	100	4.47
Solemya	Biv	nonHet	93	4.47
Solen	Biv	nonHet	184.8	4.47
Solena	Biv	Het	160	4.47
Soletellina	Biv	Het	123	4.47
Spaniorinus	Biv	nonHet	8.363888889	4.47
Spathochlamys	Biv	nonHet	28.1	4.47
Sphenia	Biv	Het	30.1	4.47
Spheniopsis	Biv	Het	4.424	4.47
Spisula	Biv	Het	130	4.47
Spisulona	Biv	Het	102	4.47
Spondylus	Biv	nonHet	400	4.47
Sportella	Biv	Het	20.835	4.47
Stirpulina	Biv	nonHet	76.98507463	4.47
Striacallista	Biv	nonHet	36	4.47
Striarca	Biv	nonHet	20.27	4.47
Strigilla	Biv	Het	17.63	4.47
Striostrea	Biv	nonHet	250	4.47
Strophocardia	Biv	nonHet	60.2	4.47
Swiftopecten	Biv	nonHet	133	4.47
Tagelus	Biv	Het	150	4.47
Talochlamys	Biv	nonHet	76.2	4.47
Tellidorella	Biv	nonHet	5.6	4.47
Tellimya	Biv	nonHet	7.5075	4.47
Tellina	Biv	Het	70.95714286	4.47
Tellinella	Biv	Het	60.12	4.47
Temnoconcha	Biv	Het	43.11	4.47
Tenuicorbula	Biv	Het	24.5	4.47
Teredo	Biv	Het	5.861666667	4.47
Thracia	Biv	nonHet	120	4.47
Thyasira	Biv	Het	16.21	4.47
Tindariopsis	Biv	nonHet	26.3	4.47
Tivela	Biv	Het	176	4.47
Tosarca	Biv	nonHet	74.5	4.47
Trachycardium	Biv	Het	95.3	4.47
Transennella	Biv	nonHet	46	4.47
Tresus	Biv	nonHet	280	4.47
Tridacna	Biv	Het	1368.7	4.47
Tridonta	Biv	nonHet	36.35	4.47
Trigoniocardia	Biv	Het	17.8	4.47
Trigonulina	Biv	nonHet	8	4.47
Trinitasia	Biv	nonHet	39.98666667	4.47
Trisidos	Biv	nonHet	132.3	4.47
Truncacila	Biv	nonHet	23	4.47
Tucetona	Biv	nonHet	118	4.47
Undulostrea	Biv	nonHet	100.6	4.47
Unio	Biv	nonHet	81.8	4.47
Varicorbula	Biv	Het	15	4.47
Vasticardium	Biv	nonHet	141	4.47
Venericardia	Biv	Het	45.25	4.47
Venerupis	Biv	Het	58	4.47
Ventricolaria	Biv	Het	60.22	4.47
Ventricoloidea	Biv	nonHet	59.6	4.47
Venus	Biv	Het	72	4.47
Vepricardium	Biv	Het	80	4.47
Verticordia	Biv	nonHet	36	4.47
Vulsella	Biv	nonHet	121	4.47
Xylophaga	Biv	Het	28	4.47
Yoldia	Biv	nonHet	60	4.47
Yoldiella	Biv	nonHet	18	4.47
Zemysina	Biv	Het	5.63	4.47
Zenatia	Biv	Het	101	4.47
Zygochlamys	Biv	nonHet	97	4.47
Abra	Biv	Het	38	6.29
Acanthocardia	Biv	Het	102.5	6.29
Acar	Biv	nonHet	43	6.29
Acesta	Biv	nonHet	185	6.29
Acharax	Biv	nonHet	240	6.29
Acila	Biv	nonHet	50	6.29
Adrana	Biv	nonHet	107	6.29
Aequipecten	Biv	nonHet	101.3	6.29
Agerostrea	Biv	nonHet	45.77333333	6.29
Agriopoma	Biv	nonHet	76	6.29
Aligena	Biv	Het	8.92	6.29
Alveinus	Biv	nonHet	2.3	6.29
Americardia	Biv	Het	60	6.29
Amiantis	Biv	Het	122.4	6.29
Amusium	Biv	nonHet	140	6.29
Amussiopecten	Biv	nonHet	94.12	6.29
Anadara	Biv	nonHet	152.1	6.29
Angulus	Biv	Het	43.59	6.29
Anisocorbula	Biv	Het	40.52	6.29
Anisodonta	Biv	nonHet	7.881081081	6.29
Anodontia	Biv	Het	33.76153846	6.29
Anomia	Biv	nonHet	93	6.29
Antigona	Biv	nonHet	125	6.29
Apiocardia	Biv	nonHet	23	6.29
Apolymetis	Biv	nonHet	51.18	6.29
Arca	Biv	nonHet	128	6.29
Arcinella	Biv	nonHet	81.4	6.29
Arcopagia	Biv	Het	45.46	6.29
Arcoperna	Biv	nonHet	23.15	6.29
Arcopsis	Biv	nonHet	19.5	6.29
Arctica	Biv	nonHet	140	6.29
Arcuatula	Biv	nonHet	76	6.29
Arenomya	Biv	Het	150	6.29
Argopecten	Biv	nonHet	159.3	6.29
Asa	Biv	nonHet	87	6.29
Asaphis	Biv	Het	109	6.29
Ashtarotha	Biv	Het	25.95	6.29
Astarte	Biv	nonHet	55	6.29
Atrina	Biv	nonHet	480	6.29
Aulacomya	Biv	nonHet	160	6.29
Austrodosinia	Biv	nonHet	80.5	6.29
Axinactis	Biv	nonHet	52.6	6.29
Azorinus	Biv	Het	104	6.29
Barbatia	Biv	nonHet	90	6.29
Barnea	Biv	Het	120	6.29
Basterotella	Biv	Het	6.5	6.29
Basterotia	Biv	Het	55	6.29
Bathyarca	Biv	nonHet	35	6.29
Batissa	Biv	Het	66.94	6.29
Bellaxinaea	Biv	nonHet	49.3	6.29
Bellucina	Biv	Het	8.857142857	6.29
Bornia	Biv	Het	6.289705882	6.29
Botula	Biv	nonHet	40	6.29
Bowdenia	Biv	nonHet	3.023333333	6.29
Brachidontes	Biv	nonHet	70	6.29
Callista	Biv	Het	106.1	6.29
Callithaca	Biv	nonHet	160	6.29
Calloarca	Biv	nonHet	46.8	6.29
Callocardia	Biv	Het	28.3	6.29
Callucina	Biv	Het	18.04285714	6.29
Cardiomya	Biv	nonHet	40	6.29
Carditella	Biv	Het	10	6.29
Cardites	Biv	nonHet	80.1	6.29
Cardium	Biv	Het	140.6	6.29
Caribachlamys	Biv	nonHet	66.5	6.29
Caryocorbula	Biv	nonHet	30.8	6.29
Cavilinga	Biv	Het	5.350769231	6.29
Cerastoderma	Biv	nonHet	56.6	6.29
Cetothrax	Biv	nonHet	83	6.29
Chama	Biv	Het	146.7	6.29
